var_name,label,var_lower,label_lower
R06R_A_CUR_ESTD_GRILLO,R06R_A_CUR_ESTD_GRILLO: DERIVED - Wave 6 Adult Current Established Cigarillo Smo,r06r_a_cur_estd_grillo,r06r_a_cur_estd_grillo: derived - wave 6 adult current established cigarillo smo
R06R_A_CUR_EDSD_GRILLO,R06R_A_CUR_EDSD_GRILLO: DERIVED - Wave 6 Adult Current Every Day/Some Day (Witho,r06r_a_cur_edsd_grillo,r06r_a_cur_edsd_grillo: derived - wave 6 adult current every day/some day (witho
R06R_A_EDY_GRILLO,R06R_A_EDY_GRILLO: DERIVED - Wave 6 Adult Current Every Day Cigarillo Smoker,r06r_a_edy_grillo,r06r_a_edy_grillo: derived - wave 6 adult current every day cigarillo smoker
R06R_A_SDY_GRILLO,R06R_A_SDY_GRILLO: DERIVED - Wave 6 Adult Current Some Day Cigarillo Smoker,r06r_a_sdy_grillo,r06r_a_sdy_grillo: derived - wave 6 adult current some day cigarillo smoker
R06R_A_P30D_GRILLO,R06R_A_P30D_GRILLO: DERIVED - Wave 6 Adult Past 30 Day Cigarillo Smoker,r06r_a_p30d_grillo,r06r_a_p30d_grillo: derived - wave 6 adult past 30 day cigarillo smoker
R06R_A_P12M_GRILLO,R06R_A_P12M_GRILLO: DERIVED - Wave 6 Adult Past 12 Month Cigarillo Smokers,r06r_a_p12m_grillo,r06r_a_p12m_grillo: derived - wave 6 adult past 12 month cigarillo smokers
R06R_A_NEW_GRILLO,R06R_A_NEW_GRILLO: DERIVED - Wave 6 Adult Never to Ever Cigarillo Smoker,r06r_a_new_grillo,r06r_a_new_grillo: derived - wave 6 adult never to ever cigarillo smoker
R06R_A_CUR_EXPR_GRILLO,R06R_A_CUR_EXPR_GRILLO: DERIVED - Wave 6 Adult Current Experimental Cigarillo Sm,r06r_a_cur_expr_grillo,r06r_a_cur_expr_grillo: derived - wave 6 adult current experimental cigarillo sm
R06R_A_FMR_ESTD_GRILLO,R06R_A_FMR_ESTD_GRILLO: DERIVED - Wave 6 Adult Former Established Cigarillo Smok,r06r_a_fmr_estd_grillo,r06r_a_fmr_estd_grillo: derived - wave 6 adult former established cigarillo smok
R06R_A_FMR_EXPR_GRILLO,R06R_A_FMR_EXPR_GRILLO: DERIVED - Wave 6 Adult Former Experimental Cigarillo Smo,r06r_a_fmr_expr_grillo,r06r_a_fmr_expr_grillo: derived - wave 6 adult former experimental cigarillo smo
R06R_A_DAYSBRAND_GRILLO,R06R_A_DAYSBRAND_GRILLO: DERIVED - Wave 6 Adult Number of Days Smoking Regular B,r06r_a_daysbrand_grillo,r06r_a_daysbrand_grillo: derived - wave 6 adult number of days smoking regular b
R06R_A_MINFIRST_GRILLO,R06R_A_MINFIRST_GRILLO: DERIVED - Wave 6 Adult Number of Minutes From Waking Up,r06r_a_minfirst_grillo,r06r_a_minfirst_grillo: derived - wave 6 adult number of minutes from waking up
R06R_A_DAYSLASTUSED_GRILLO,R06R_A_DAYSLASTUSED_GRILLO: DERIVED - Wave 6 Adult Number of Days Since Last Smo,r06r_a_dayslastused_grillo,r06r_a_dayslastused_grillo: derived - wave 6 adult number of days since last smo
R06R_A_DAYSQUIT_GRILLO,R06R_A_DAYSQUIT_GRILLO: DERIVED - Wave 6 Adult Number of Days Since Last Smoked,r06r_a_daysquit_grillo,r06r_a_daysquit_grillo: derived - wave 6 adult number of days since last smoked
R06R_A_NUMDAYS_GRILLO,R06R_A_NUMDAYS_GRILLO: DERIVED - Wave 6 Adult Past 30 Day Cigarillo Smoking Freq,r06r_a_numdays_grillo,r06r_a_numdays_grillo: derived - wave 6 adult past 30 day cigarillo smoking freq
R06R_A_EVR_GFILTR,R06R_A_EVR_GFILTR: DERIVED - Wave 6 Adult Ever Filtered Cigar Smoker,r06r_a_evr_gfiltr,r06r_a_evr_gfiltr: derived - wave 6 adult ever filtered cigar smoker
R06R_A_EVR_THRSH_GFILTR,R06R_A_EVR_THRSH_GFILTR: DERIVED - Wave 6 Adult Filtered Cigar Lifetime Threshol,r06r_a_evr_thrsh_gfiltr,r06r_a_evr_thrsh_gfiltr: derived - wave 6 adult filtered cigar lifetime threshol
R06R_A_CUR_ESTD_GFILTR,R06R_A_CUR_ESTD_GFILTR: DERIVED - Wave 6 Adult Current Established Filtered Ciga,r06r_a_cur_estd_gfiltr,r06r_a_cur_estd_gfiltr: derived - wave 6 adult current established filtered ciga
R06R_A_CUR_EDSD_GFILTR,R06R_A_CUR_EDSD_GFILTR: DERIVED - Wave 6 Adult Current Every Day/Some Day (Witho,r06r_a_cur_edsd_gfiltr,r06r_a_cur_edsd_gfiltr: derived - wave 6 adult current every day/some day (witho
R06R_A_EDY_GFILTR,R06R_A_EDY_GFILTR: DERIVED - Wave 6 Adult Current Every Day Filtered Cigar Smoke,r06r_a_edy_gfiltr,r06r_a_edy_gfiltr: derived - wave 6 adult current every day filtered cigar smoke
R06R_A_SDY_GFILTR,R06R_A_SDY_GFILTR: DERIVED - Wave 6 Adult Current Some Day Filtered Cigar Smoker,r06r_a_sdy_gfiltr,r06r_a_sdy_gfiltr: derived - wave 6 adult current some day filtered cigar smoker
R06R_A_P30D_GFILTR,R06R_A_P30D_GFILTR: DERIVED - Wave 6 Adult Past 30 Day Filtered Cigar Smoker,r06r_a_p30d_gfiltr,r06r_a_p30d_gfiltr: derived - wave 6 adult past 30 day filtered cigar smoker
R06R_A_P12M_GFILTR,R06R_A_P12M_GFILTR: DERIVED - Wave 6 Adult Past 12 Month Filtered Cigar Smokers,r06r_a_p12m_gfiltr,r06r_a_p12m_gfiltr: derived - wave 6 adult past 12 month filtered cigar smokers
R06R_A_NEW_GFILTR,R06R_A_NEW_GFILTR: DERIVED - Wave 6 Adult Never to Ever Filtered Cigar Smoker,r06r_a_new_gfiltr,r06r_a_new_gfiltr: derived - wave 6 adult never to ever filtered cigar smoker
R06R_A_CUR_EXPR_GFILTR,R06R_A_CUR_EXPR_GFILTR: DERIVED - Wave 6 Adult Current Experimental Filtered Cig,r06r_a_cur_expr_gfiltr,r06r_a_cur_expr_gfiltr: derived - wave 6 adult current experimental filtered cig
R06R_A_FMR_ESTD_GFILTR,R06R_A_FMR_ESTD_GFILTR: DERIVED - Wave 6 Adult Former Established Filtered Cigar,r06r_a_fmr_estd_gfiltr,r06r_a_fmr_estd_gfiltr: derived - wave 6 adult former established filtered cigar
R06R_A_FMR_EXPR_GFILTR,R06R_A_FMR_EXPR_GFILTR: DERIVED - Wave 6 Adult Former Experimental Filtered Ciga,r06r_a_fmr_expr_gfiltr,r06r_a_fmr_expr_gfiltr: derived - wave 6 adult former experimental filtered ciga
R06R_A_DAYSBRAND_GFILTR,R06R_A_DAYSBRAND_GFILTR: DERIVED - Wave 6 Adult Number of Days Smoking Regular B,r06r_a_daysbrand_gfiltr,r06r_a_daysbrand_gfiltr: derived - wave 6 adult number of days smoking regular b
R06R_A_MINFIRST_GFILTR,R06R_A_MINFIRST_GFILTR: DERIVED - Wave 6 Adult Number of Minutes From Waking Up,r06r_a_minfirst_gfiltr,r06r_a_minfirst_gfiltr: derived - wave 6 adult number of minutes from waking up
R06R_A_DAYSLASTUSED_GFILTR,R06R_A_DAYSLASTUSED_GFILTR: DERIVED - Wave 6 Adult Number of Days Since Last Smo,r06r_a_dayslastused_gfiltr,r06r_a_dayslastused_gfiltr: derived - wave 6 adult number of days since last smo
R06R_A_DAYSQUIT_GFILTR,R06R_A_DAYSQUIT_GFILTR: DERIVED - Wave 6 Adult Number of Days Since Last Smoked,r06r_a_daysquit_gfiltr,r06r_a_daysquit_gfiltr: derived - wave 6 adult number of days since last smoked
R06R_A_NUMDAYS_GFILTR,R06R_A_NUMDAYS_GFILTR: DERIVED - Wave 6 Adult Past 30 Day Filtered Cigar Smoking,r06r_a_numdays_gfiltr,r06r_a_numdays_gfiltr: derived - wave 6 adult past 30 day filtered cigar smoking
R06R_A_EVR_CIGAR,R06R_A_EVR_CIGAR: DERIVED - Wave 6 Adult Ever Cigar Smoker,r06r_a_evr_cigar,r06r_a_evr_cigar: derived - wave 6 adult ever cigar smoker
R06R_A_EVR_THRSH_CIGAR,R06R_A_EVR_THRSH_CIGAR: DERIVED - Wave 6 Adult Any Cigar Lifetime Threshold of U,r06r_a_evr_thrsh_cigar,r06r_a_evr_thrsh_cigar: derived - wave 6 adult any cigar lifetime threshold of u
R06R_A_CUR_ESTD_CIGAR,R06R_A_CUR_ESTD_CIGAR: DERIVED - Wave 6 Adult Current Established Cigar Smoker,r06r_a_cur_estd_cigar,r06r_a_cur_estd_cigar: derived - wave 6 adult current established cigar smoker
R06R_A_CUR_EDSD_CIGAR,R06R_A_CUR_EDSD_CIGAR: DERIVED - Wave 6 Adult Current Every Day/Some Day (Withou,r06r_a_cur_edsd_cigar,r06r_a_cur_edsd_cigar: derived - wave 6 adult current every day/some day (withou
R06R_A_EDY_CIGAR,R06R_A_EDY_CIGAR: DERIVED - Wave 6 Adult Current Every Day Cigar Smoker,r06r_a_edy_cigar,r06r_a_edy_cigar: derived - wave 6 adult current every day cigar smoker
R06R_A_SDY_CIGAR,R06R_A_SDY_CIGAR: DERIVED - Wave 6 Adult Current Some Day Cigar Smoker,r06r_a_sdy_cigar,r06r_a_sdy_cigar: derived - wave 6 adult current some day cigar smoker
R06R_A_P30D_CIGAR,R06R_A_P30D_CIGAR: DERIVED - Wave 6 Adult Past 30 Day Cigar Smoker,r06r_a_p30d_cigar,r06r_a_p30d_cigar: derived - wave 6 adult past 30 day cigar smoker
R06R_A_P12M_CIGAR,R06R_A_P12M_CIGAR: DERIVED - Wave 6 Adult Past 12 Month Any Cigar Smokers,r06r_a_p12m_cigar,r06r_a_p12m_cigar: derived - wave 6 adult past 12 month any cigar smokers
R06R_A_NEW_CIGAR,R06R_A_NEW_CIGAR: DERIVED - Wave 6 Adult Never to Ever Cigar Smoker,r06r_a_new_cigar,r06r_a_new_cigar: derived - wave 6 adult never to ever cigar smoker
R06R_A_CUR_EXPR_CIGAR,R06R_A_CUR_EXPR_CIGAR: DERIVED - Wave 6 Adult Current Experimental Cigar Smoker,r06r_a_cur_expr_cigar,r06r_a_cur_expr_cigar: derived - wave 6 adult current experimental cigar smoker
R06R_A_FMR_ESTD_CIGAR,R06R_A_FMR_ESTD_CIGAR: DERIVED - Wave 6 Adult Former Established Cigar Smoker,r06r_a_fmr_estd_cigar,r06r_a_fmr_estd_cigar: derived - wave 6 adult former established cigar smoker
R06R_A_FMR_EXPR_CIGAR,R06R_A_FMR_EXPR_CIGAR: DERIVED - Wave 6 Adult Former Experimental Cigar Smoker,r06r_a_fmr_expr_cigar,r06r_a_fmr_expr_cigar: derived - wave 6 adult former experimental cigar smoker
R06R_A_EVR_PIPE,R06R_A_EVR_PIPE: DERIVED - Wave 6 Adult Ever Pipe Smoker,r06r_a_evr_pipe,r06r_a_evr_pipe: derived - wave 6 adult ever pipe smoker
R06R_A_EVR_THRSH_PIPE,R06R_A_EVR_THRSH_PIPE: DERIVED - Wave 6 Adult Pipe Lifetime Threshold of Use - I,r06r_a_evr_thrsh_pipe,r06r_a_evr_thrsh_pipe: derived - wave 6 adult pipe lifetime threshold of use - i
R06R_A_CUR_ESTD_PIPE,R06R_A_CUR_ESTD_PIPE: DERIVED - Wave 6 Adult Current Established Pipe Smoker,r06r_a_cur_estd_pipe,r06r_a_cur_estd_pipe: derived - wave 6 adult current established pipe smoker
R06R_A_CUR_EDSD_PIPE,R06R_A_CUR_EDSD_PIPE: DERIVED - Wave 6 Adult Current Every Day/Some Day (Without,r06r_a_cur_edsd_pipe,r06r_a_cur_edsd_pipe: derived - wave 6 adult current every day/some day (without
R06R_A_EDY_PIPE,R06R_A_EDY_PIPE: DERIVED - Wave 6 Adult Current Every Day Pipe Smoker,r06r_a_edy_pipe,r06r_a_edy_pipe: derived - wave 6 adult current every day pipe smoker
R06R_A_SDY_PIPE,R06R_A_SDY_PIPE: DERIVED - Wave 6 Adult Current Some Day Pipe Smoker,r06r_a_sdy_pipe,r06r_a_sdy_pipe: derived - wave 6 adult current some day pipe smoker
R06R_A_P30D_PIPE,R06R_A_P30D_PIPE: DERIVED - Wave 6 Adult Past 30 Day Pipe Smoker,r06r_a_p30d_pipe,r06r_a_p30d_pipe: derived - wave 6 adult past 30 day pipe smoker
R06R_A_P12M_PIPE,R06R_A_P12M_PIPE: DERIVED - Wave 6 Adult Past 12 Month Pipe Smokers,r06r_a_p12m_pipe,r06r_a_p12m_pipe: derived - wave 6 adult past 12 month pipe smokers
R06R_A_NEW_PIPE,R06R_A_NEW_PIPE: DERIVED - Wave 6 Adult Never to Ever Pipe Smoker,r06r_a_new_pipe,r06r_a_new_pipe: derived - wave 6 adult never to ever pipe smoker
R06R_A_CUR_EXPR_PIPE,R06R_A_CUR_EXPR_PIPE: DERIVED - Wave 6 Adult Current Experimental Pipe Smoker,r06r_a_cur_expr_pipe,r06r_a_cur_expr_pipe: derived - wave 6 adult current experimental pipe smoker
R06R_A_FMR_ESTD_PIPE,R06R_A_FMR_ESTD_PIPE: DERIVED - Wave 6 Adult Former Established Pipe Smoker,r06r_a_fmr_estd_pipe,r06r_a_fmr_estd_pipe: derived - wave 6 adult former established pipe smoker
R06R_A_FMR_EXPR_PIPE,R06R_A_FMR_EXPR_PIPE: DERIVED - Wave 6 Adult Former Experimental Pipe Smoker,r06r_a_fmr_expr_pipe,r06r_a_fmr_expr_pipe: derived - wave 6 adult former experimental pipe smoker
R06R_A_DAYSBRAND_PIPE,R06R_A_DAYSBRAND_PIPE: DERIVED - Wave 6 Adult Number of Days Smoking Regular Bra,r06r_a_daysbrand_pipe,r06r_a_daysbrand_pipe: derived - wave 6 adult number of days smoking regular bra
R06R_A_DAYSLASTUSED_PIPE,R06R_A_DAYSLASTUSED_PIPE: DERIVED - Wave 6 Adult Number of Days Since Last Smoke,r06r_a_dayslastused_pipe,r06r_a_dayslastused_pipe: derived - wave 6 adult number of days since last smoke
R06R_A_DAYSQUIT_PIPE,R06R_A_DAYSQUIT_PIPE: DERIVED - Wave 6 Adult Number of Days Since Last Smoked a,r06r_a_daysquit_pipe,r06r_a_daysquit_pipe: derived - wave 6 adult number of days since last smoked a
R06R_A_NUMDAYS_PIPE,R06R_A_NUMDAYS_PIPE: DERIVED - Wave 6 Adult Past 30 Day Pipe Smoking Frequency,r06r_a_numdays_pipe,r06r_a_numdays_pipe: derived - wave 6 adult past 30 day pipe smoking frequency
R06R_A_MINFIRST_PIPE,R06R_A_MINFIRST_PIPE: DERIVED - Wave 6 Adult Minutes After Waking Up to Smoking,r06r_a_minfirst_pipe,r06r_a_minfirst_pipe: derived - wave 6 adult minutes after waking up to smoking
R06R_A_EVR_HOOK,R06R_A_EVR_HOOK: DERIVED - Wave 6 Adult Ever Hookah Smoker,r06r_a_evr_hook,r06r_a_evr_hook: derived - wave 6 adult ever hookah smoker
R06R_A_EVR_THRSH_HOOK,R06R_A_EVR_THRSH_HOOK: DERIVED - Wave 6 Adult Hookah Lifetime Threshold of Use -,r06r_a_evr_thrsh_hook,r06r_a_evr_thrsh_hook: derived - wave 6 adult hookah lifetime threshold of use -
R06R_A_CUR_ESTD_HOOK,R06R_A_CUR_ESTD_HOOK: DERIVED - Wave 6 Adult Current Established Hookah Smoker,r06r_a_cur_estd_hook,r06r_a_cur_estd_hook: derived - wave 6 adult current established hookah smoker
R06R_A_CUR_EDSD_HOOK,R06R_A_CUR_EDSD_HOOK: DERIVED - Wave 6 Adult Current Every Day/Some Day (Without,r06r_a_cur_edsd_hook,r06r_a_cur_edsd_hook: derived - wave 6 adult current every day/some day (without
R06R_A_EDY_HOOK,R06R_A_EDY_HOOK: DERIVED - Wave 6 Adult Current Every Day Hookah Smoker,r06r_a_edy_hook,r06r_a_edy_hook: derived - wave 6 adult current every day hookah smoker
R06R_A_SDY_HOOK,R06R_A_SDY_HOOK: DERIVED - Wave 6 Adult Current Some Day Hookah Smoker,r06r_a_sdy_hook,r06r_a_sdy_hook: derived - wave 6 adult current some day hookah smoker
R06R_A_P30D_HOOK,R06R_A_P30D_HOOK: DERIVED - Wave 6 Adult Past 30 Day Hookah Smoker,r06r_a_p30d_hook,r06r_a_p30d_hook: derived - wave 6 adult past 30 day hookah smoker
R06R_A_P12M_HOOK,R06R_A_P12M_HOOK: DERIVED - Wave 6 Adult Past 12 Month Hookah Smokers,r06r_a_p12m_hook,r06r_a_p12m_hook: derived - wave 6 adult past 12 month hookah smokers
R06R_A_NEW_HOOK,R06R_A_NEW_HOOK: DERIVED - Wave 6 Adult Never to Ever Hookah Smoker,r06r_a_new_hook,r06r_a_new_hook: derived - wave 6 adult never to ever hookah smoker
R06R_A_CUR_EXPR_HOOK,R06R_A_CUR_EXPR_HOOK: DERIVED - Wave 6 Adult Current Experimental Hookah Smoker,r06r_a_cur_expr_hook,r06r_a_cur_expr_hook: derived - wave 6 adult current experimental hookah smoker
R06R_A_FMR_ESTD_HOOK,R06R_A_FMR_ESTD_HOOK: DERIVED - Wave 6 Adult Former Established Hookah Smoker,r06r_a_fmr_estd_hook,r06r_a_fmr_estd_hook: derived - wave 6 adult former established hookah smoker
R06R_A_FMR_EXPR_HOOK,R06R_A_FMR_EXPR_HOOK: DERIVED - Wave 6 Adult Former Experimental Hookah Smoker,r06r_a_fmr_expr_hook,r06r_a_fmr_expr_hook: derived - wave 6 adult former experimental hookah smoker
R06R_A_DAYSBRAND_HOOK,R06R_A_DAYSBRAND_HOOK: DERIVED - Wave 6 Adult Number of Days Smoking Regular Bra,r06r_a_daysbrand_hook,r06r_a_daysbrand_hook: derived - wave 6 adult number of days smoking regular bra
R06R_A_DAYSQUIT_HOOK,R06R_A_DAYSQUIT_HOOK: DERIVED - Wave 6 Adult Number of Days Since Last Smoked a,r06r_a_daysquit_hook,r06r_a_daysquit_hook: derived - wave 6 adult number of days since last smoked a
R06R_A_NUMDAYS_HOOK,R06R_A_NUMDAYS_HOOK: DERIVED - Wave 6 Adult Past 30 Day Hookah Smoking Frequency,r06r_a_numdays_hook,r06r_a_numdays_hook: derived - wave 6 adult past 30 day hookah smoking frequency
R06R_A_EVR_SNUS,R06R_A_EVR_SNUS: DERIVED - Wave 6 Adult Ever Snus User,r06r_a_evr_snus,r06r_a_evr_snus: derived - wave 6 adult ever snus user
R06R_A_EVR_THRSH_SNUS,R06R_A_EVR_THRSH_SNUS: DERIVED - Wave 6 Adult Snus Lifetime Threshold of Use - I,r06r_a_evr_thrsh_snus,r06r_a_evr_thrsh_snus: derived - wave 6 adult snus lifetime threshold of use - i
R06R_A_CUR_ESTD_SNUS,R06R_A_CUR_ESTD_SNUS: DERIVED - Wave 6 Adult Current Established Snus User,r06r_a_cur_estd_snus,r06r_a_cur_estd_snus: derived - wave 6 adult current established snus user
R06R_A_CUR_EDSD_SNUS,R06R_A_CUR_EDSD_SNUS: DERIVED - Wave 6 Adult Current Every Day/Some Day (Without,r06r_a_cur_edsd_snus,r06r_a_cur_edsd_snus: derived - wave 6 adult current every day/some day (without
R06R_A_EDY_SNUS,R06R_A_EDY_SNUS: DERIVED - Wave 6 Adult Current Every Day Snus User,r06r_a_edy_snus,r06r_a_edy_snus: derived - wave 6 adult current every day snus user
R06R_A_SDY_SNUS,R06R_A_SDY_SNUS: DERIVED - Wave 6 Adult Current Some Day Snus User,r06r_a_sdy_snus,r06r_a_sdy_snus: derived - wave 6 adult current some day snus user
R06R_A_P30D_SNUS,R06R_A_P30D_SNUS: DERIVED - Wave 6 Adult Past 30 Day Snus User,r06r_a_p30d_snus,r06r_a_p30d_snus: derived - wave 6 adult past 30 day snus user
R06R_A_P12M_SNUS,R06R_A_P12M_SNUS: DERIVED - Wave 6 Adult Past 12 Month Snus Users,r06r_a_p12m_snus,r06r_a_p12m_snus: derived - wave 6 adult past 12 month snus users
R06R_A_NEW_SNUS,R06R_A_NEW_SNUS: DERIVED - Wave 6 Adult Never to Ever Snus User,r06r_a_new_snus,r06r_a_new_snus: derived - wave 6 adult never to ever snus user
R06R_A_CUR_EXPR_SNUS,R06R_A_CUR_EXPR_SNUS: DERIVED - Wave 6 Adult Current Experimental Snus User,r06r_a_cur_expr_snus,r06r_a_cur_expr_snus: derived - wave 6 adult current experimental snus user
R06R_A_FMR_ESTD_SNUS,R06R_A_FMR_ESTD_SNUS: DERIVED - Wave 6 Adult Former Established Snus User,r06r_a_fmr_estd_snus,r06r_a_fmr_estd_snus: derived - wave 6 adult former established snus user
R06R_A_FMR_EXPR_SNUS,R06R_A_FMR_EXPR_SNUS: DERIVED - Wave 6 Adult Former Experimental Snus User,r06r_a_fmr_expr_snus,r06r_a_fmr_expr_snus: derived - wave 6 adult former experimental snus user
R06R_A_DAYSBRAND_SNUS,R06R_A_DAYSBRAND_SNUS: DERIVED - Wave 6 Adult Number of Days Using Regular Brand,r06r_a_daysbrand_snus,r06r_a_daysbrand_snus: derived - wave 6 adult number of days using regular brand
R06R_A_DAYSLASTUSED_SNUS,R06R_A_DAYSLASTUSED_SNUS: DERIVED - Wave 6 Adult Number of Days Since Last Used,r06r_a_dayslastused_snus,r06r_a_dayslastused_snus: derived - wave 6 adult number of days since last used
R06R_A_DAYSQUIT_SNUS,R06R_A_DAYSQUIT_SNUS: DERIVED - Wave 6 Adult Number of Days Since Last Used Snus,r06r_a_daysquit_snus,r06r_a_daysquit_snus: derived - wave 6 adult number of days since last used snus
R06R_A_NUMDAYS_SNUS,R06R_A_NUMDAYS_SNUS: DERIVED - Wave 6 Adult Past 30 Day Snus Use Frequency,r06r_a_numdays_snus,r06r_a_numdays_snus: derived - wave 6 adult past 30 day snus use frequency
R06R_A_MINFIRST_SNUS,R06R_A_MINFIRST_SNUS: DERIVED - Wave 6 Adult Number of Minutes From Waking Up to,r06r_a_minfirst_snus,r06r_a_minfirst_snus: derived - wave 6 adult number of minutes from waking up to
R06R_A_EVR_SMKLS,R06R_A_EVR_SMKLS: DERIVED - Wave 6 Adult Ever Smokeless Tobacco User,r06r_a_evr_smkls,r06r_a_evr_smkls: derived - wave 6 adult ever smokeless tobacco user
R06R_A_EVR_THRSH_SMKLS,R06R_A_EVR_THRSH_SMKLS: DERIVED - Wave 6 Adult Smokeless Tobacco Lifetime Thresh,r06r_a_evr_thrsh_smkls,r06r_a_evr_thrsh_smkls: derived - wave 6 adult smokeless tobacco lifetime thresh
R06R_A_CUR_ESTD_SMKLS,R06R_A_CUR_ESTD_SMKLS: DERIVED - Wave 6 Adult Current Established Smokeless Toba,r06r_a_cur_estd_smkls,r06r_a_cur_estd_smkls: derived - wave 6 adult current established smokeless toba
R06R_A_CUR_EDSD_SMKLS,R06R_A_CUR_EDSD_SMKLS: DERIVED - Wave 6 Adult Current Every Day/Some Day (Withou,r06r_a_cur_edsd_smkls,r06r_a_cur_edsd_smkls: derived - wave 6 adult current every day/some day (withou
R06R_A_EDY_SMKLS,R06R_A_EDY_SMKLS: DERIVED - Wave 6 Adult Current Every Day Smokeless Tobacco Use,r06r_a_edy_smkls,r06r_a_edy_smkls: derived - wave 6 adult current every day smokeless tobacco use
